No,Name,Types,LULC,Locality,X,Y,State,District,Year,Source,Evolution of Landslide,Landslide Activity,Soil Texture,Erosion Type,Predominants Soil Constituents,Lithology,Type of Movement,Weathering Grade,Height_m,Width_m,Length_m,Date,Time,Morphology,Vegetation Density,Vegetation Type,Soil Type,Geodynamic Features,Degree of Development,Site Condition,State of Wetness,Source of Water,Area Drainage,Structures at Risk,Corrective Measures,Probable Cause of Landslide
171,Placemark 346,Landslides,Urban,Development Area (Agriculture),769661.7577,508263.2299,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Unknown,Rill,None,Granite,Translational,VI,0,0,0,31/07/2022,8:24:43,Convex,Sparse,Forest,Residual,"Failures scarp, Erosion",Intermediate,Development,Dry,"Rain, Water seeps",None,Commercial,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
172,Placemark 347,Landslides,Agriculture,Agricultural Area,769621.4014,507820.0135,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Sandy clay,Rill,"Sand, Clay",Granite,Translational,VI,32,28,35,31/07/2022,9:07:42,Concave,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Natural,Dry,"Rain, Water seeps",None,Commercial,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
173,Placemark 350,Landslides,Urban,Development Area (Agriculture),768613.6757,507858.8607,Pahang,Cameron Highlands,2022,Field Work (2022),Young-dormant landslide,Suspended,Unknown,Rill,None,Granite,Translational,VI,0,0,0,31/07/2022,9:31:30,Convex,Moderate,Forest,Residual,"Failures scarp, Erosion",Intermediate,Development,Dry,"Rain, Water seeps",None,Commercial,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
174,Placemark 353,Landslides,Urban,Roadside,767709.5097,505672.5013,Pahang,Cameron Highlands,2022,Field Work (2022),Young-dormant landslide,Suspended,Sandy clay,Rill,"Sand, Clay",Granite,Translational,IV,24.1,62.1,66.7,31/07/2022,11:06:47,Convex,Moderate,Forest,Residual,"Failures scarp, Erosion",Advance,Development,Dry,"Rain, Water seeps",Well drained,Roads,Plastic sheet cover,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
175,Placemark 356,Landslides,Agriculture,Roadside,769458.0081,500668.1438,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Clay loam,Rill,"Clay, Sand",Granite,Translational,VI,1.2,5.9,6.1,31/07/2022,14:07:22,Concave,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Natural,Dry,"Rain, Water seeps",None,Roads,Plastic sheet cover,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
176,Placemark 357,Landslides,Urban,Roadside,769601.9488,500159.0978,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Stabilised,Sandy clay,Rill,"Sand, Clay",Granite,Translational,VI,12.8,7.5,14.9,31/07/2022,14:17:39,Flat,Moderate,Forest,Residual,"Failures scarp, Erosion",Advance,Under construction,Dry,"Rain, Water seeps",Well drained,Roads,"Soil nail, RC wall, Micro pile","Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
177,Placemark 358,Landslides,Urban,Riverside,769433.1732,499967.4694,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Sandy clay,Rill,"Sand, Clay",Granite,Translational,VI,2,5.8,6.2,31/07/2022,14:25:39,Concave,Dense,Forest,Residual,"Failures scarp, Erosion",Intermediate,Development,Dry,"Rain, Water seeps",Well drained,Roads,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
178,Placemark 36,Landslides,Urban,Development Area,765740.4287,490509.8452,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Unknown,Rill,None,Granite,Rotational,VI,0,0,0,08/07/2022,15:35:52,Concave,Moderate,Forest,Residual,"Failures scarp, Erosion",Advance,Natural,Dry,"Rain, Water seeps",None,Commercial,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
179,Placemark 360,Landslides,Forest,Forest Area,769456.8201,499026.7483,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Clay loam,Rill,"Clay, Sand",Granite,Translational,VI,30.2,43.2,31.6,31/07/2022,14:38:32,Concave,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Natural,Dry,"Rain, Water seeps",Well drained,Commercial,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
180,Placemark 362,Landslides,Agriculture,Roadside,769335.7583,499012.5733,Pahang,Cameron Highlands,2022,Field Work (2022),Mature-dormant landslide,Dormant,Sandy loam,Rill,"Sand, Clay",Granite,Translational,VI,7.7,23,24.3,31/07/2022,14:54:28,Concave,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Development,Dry,"Rain, Water seeps",None,Commercial,Plastic sheet cover,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
181,Placemark 363,Landslides,Forest,Off Road,768423.4503,498882.1292,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Clay loam,Rill,"Clay, Sand",Granite,Translational,VI,24,22,22.5,31/07/2022,15:04:27,Concave,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Natural,Dry,"Rain, Water seeps",None,None,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
182,Placemark 365,Landslides,Agriculture,Roadside,768389.0762,498711.125,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Clay loam,Rill,"Clay, Sand",Granite,Translational,VI,12,14.1,11,31/07/2022,15:07:39,Convex,Moderate,Forest,Residual,"Failures scarp, Erosion",Advance,Development,Dry,"Rain, Water seeps",None,Roads,Gunite,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
183,Placemark 367,Landslides,Agriculture,Roadside,768119.35,498597.0043,Pahang,Cameron Highlands,2022,Field Work (2022),Young-dormant landslide,Suspended,Light clay,Rill,"Clay, Sand",Granite,Translational,VI,15,10.6,12.4,31/07/2022,15:12:09,Convex,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Natural,Dry,"Rain, Water seeps",None,Roads,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
184,Placemark 369,Landslides,Agriculture,Agricultural Area,767298.8986,498972.3754,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Stabilised,Clay loam,Rill,"Clay, Sand",Granite,Translational,VI,0,0,0,31/07/2022,15:19:30,Concave,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Under construction,Dry,"Rain, Water seeps",Well drained,Roads,"Soil nail, Gunite","Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
185,Placemark 372,Landslides,Urban,Residential Area,765774.7213,497288.5985,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Stabilised,Clay loam,Rill,"Clay, Sand",Granite,Translational,VI,14.9,15.9,16,31/07/2022,15:44:18,Concave,Moderate,Forest,Residual,"Failures scarp, Erosion",Advance,Development,Dry,"Rain, Water seeps",Well drained,Residential,"Plastic sheet cover, Cascade drain, Gabion wall","Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
186,Placemark 377,Landslides,Forest,Roadside,764115.1869,495093.5044,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Stabilised,Clay loam,Rill,"Clay, Sand",Granite,Translational,VI,13.1,19.4,23.5,01/08/2022,8:29:02,Convex,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Development,Dry,"Rain, Water seeps",Well drained,Roads,Plastic sheet cover,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
187,Placemark 378,Landslides,Forest,Roadside,764084.5808,495119.9981,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Clay loam,Rill,"Clay, Sand",Granite,Translational,VI,6.3,10.6,12.4,01/08/2022,8:32:48,Convex,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Development,Dry,"Rain, Water seeps",Well drained,Roads,Plastic sheet cover,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
188,Placemark 379,Landslides,Urban,Roadside,765484.2578,497240.1659,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Clay loam,Rill,"Clay, Sand",Granite,Translational,VI,9.7,5.7,11.3,01/08/2022,8:55:27,Concave,Moderate,Forest,Residual,"Failures scarp, Erosion",Advance,Development,Dry,"Rain, Water seeps",Well drained,Roads,Plastic sheet cover,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
189,Placemark 38,Landslides,Urban,Roadside,765675.9919,490336.2605,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Unknown,Rill,None,Granite,Rotational,VI,0,0,0,08/07/2022,15:41:04,Concave,Sparse,Forest,Residual,"Failures scarp, Erosion",Advance,Natural,Dry,"Rain, Water seeps",None,Commercial,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
190,Placemark 381,Landslides,Urban,Roadside,765451.3641,497287.7659,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Clay loam,Rill,"Clay, Sand",Granite,Translational,VI,0,0,0,01/08/2022,9:00:26,Concave,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Natural,Dry,"Rain, Water seeps",None,Roads,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
191,Placemark 382,Landslides,Urban,Roadside,766347.1987,498009.5301,Pahang,Cameron Highlands,2022,Field Work (2022),Young-dormant landslide,Suspended,Light clay,Rill,"Clay, Sand",Granite,Translational,VI,12.6,8.4,15.2,01/08/2022,9:08:16,Flat,Sparse,Forest,Residual,"Failures scarp, Erosion",Advance,Development,Dry,"Rain, Water seeps",None,Roads,Plastic sheet cover,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
192,Placemark 384,Landslides,Urban,Roadside,766988.4227,498059.264,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Clay loam,Rill,"Clay, Sand",Granite,Translational,VI,7.3,5.4,7.5,01/08/2022,9:25:55,Convex,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Development,Dry,"Rain, Water seeps",None,Roads,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
193,Placemark 385,Landslides,Agriculture,Roadside,767115.7535,498410.4629,Pahang,Cameron Highlands,2022,Field Work (2022),Mature-dormant landslide,Dormant,Sandy clay,Rill,"Sand, Clay",Granite,Translational,VI,9.1,8.9,12.8,01/08/2022,9:40:23,Concave,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Development,Dry,"Rain, Water seeps",None,Roads,Plastic sheet cover,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
194,Placemark 386,Landslides,Agriculture,Roadside,768381.4424,498714.5241,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Sandy clay,Rill,"Sand, Clay",Granite,Translational,VI,6,4.9,7.8,01/08/2022,9:52:00,Convex,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Development,Dry,"Rain, Water seeps",None,Roads,Plastic sheet cover,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
195,Placemark 388,Landslides,Urban,Development Area,766066.9629,497666.984,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Unknown,Rill,None,Granite,Translational,VI,0,0,0,01/08/2022,10:09:12,Convex,Sparse,Forest,Residual,"Failures scarp, Erosion",Advance,Natural,Dry,"Rain, Water seeps",None,Commercial,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
196,Placemark 389,Landslides,Urban,Residential Area,765101.3991,498211.4498,Pahang,Cameron Highlands,2022,Field Work (2022),Young-dormant landslide,Dormant,Sandy loam,Rill,"Sand, Clay",Granite,Translational,VI,0,0,0,01/08/2022,10:32:42,Concave,Sparse,Forest,Residual,"Failures scarp, Erosion",Intermediate,Natural,Dry,"Rain, Water seeps",None,None,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
197,Placemark 391,Landslides,Urban,Open Area,764608.3992,496387.177,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Clay loam,Rill,"Clay, Sand",Granite,Translational,VI,3.9,3.7,5.5,01/08/2022,11:06:02,Concave,Moderate,Forest,Residual,"Failures scarp, Erosion",Advance,Natural,Dry,"Rain, Water seeps",None,Commercial,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
198,Placemark 392,Landslides,Agriculture,Roadside,764734.2203,496545.6837,Pahang,Cameron Highlands,2022,Field Work (2022),Mature-dormant landslide,Dormant,Sandy clay,Rill,"Sand, Clay",Granite,Translational,VI,8.6,9.4,12.8,01/08/2022,11:13:35,Concave,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Development,Dry,"Rain, Water seeps",None,Roads,Plastic sheet cover,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
199,Placemark 393,Landslides,Agriculture,Roadside,764726.3572,496537.4169,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Clay loam,Rill,"Clay, Sand",Granite,Translational,VI,9.7,5.7,11.3,01/08/2022,11:16:58,Convex,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Natural,Dry,"Rain, Water seeps",None,Roads,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
200,Placemark 394,Landslides,Agriculture,Roadside,764718.3256,496529.5024,Pahang,Cameron Highlands,2022,Field Work (2022),Young-dormant landslide,Suspended,Sandy clay,Rill,"Sand, Clay",Granite,Translational,IV,9.1,8.9,12.8,01/08/2022,11:20:10,Convex,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Natural,Dry,"Rain, Water seeps",None,Roads,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
201,Placemark 395,Landslides,Urban,Roadside,764597.6096,496483.5443,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Clay loam,Rill,"Clay, Sand",Granite,Translational,VI,1,4.4,4.6,01/08/2022,11:30:30,Concave,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Development,Dry,"Rain, Water seeps",Well drained,Roads,Plastic sheet cover,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
202,Placemark 397,Landslides,Forest,Roadside,764585.575,496128.4775,Pahang,Cameron Highlands,2022,Field Work (2022),Young-dormant landslide,Suspended,Sandy clay,Rill,"Sand, Clay",Granite,Translational,IV,4.3,5.4,7,01/08/2022,11:44:09,Concave,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Natural,Dry,"Rain, Water seeps",None,Roads,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
203,Placemark 398,Landslides,Forest,Roadside,764487.597,496157.0928,Pahang,Cameron Highlands,2022,Field Work (2022),Mature-dormant landslide,Dormant,Sandy loam,Rill,"Sand, Clay",Granite,Translational,VI,7.7,6.2,9.9,01/08/2022,11:47:18,Flat,Dense,Forest,Residual,"Failures scarp, Erosion",Intermediate,Natural,Dry,"Rain, Water seeps",None,Roads,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
204,Placemark 399,Landslides,Agriculture,Roadside,763897.0718,496399.8649,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Stabilised,Clay loam,Rill,"Clay, Sand",Granite,Translational,VI,2.5,22.8,6.7,01/08/2022,12:02:28,Concave,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Development,Dry,"Rain, Water seeps",None,Roads,Plastic sheet cover,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
205,Placemark 4,Landslides,Forest,Roadside,762534.7059,493816.8971,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Clay loam,Sheet,"Clay, Sand",Granite,Translational,VI,3.1,5.2,3.2,05/07/2022,15:58:06,Convex,Dense,Forest,Residual,"Failures scarp, Erosion",Intermediate,Natural,Dry,"Rain, Water seeps",None,Roads,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
206,Placemark 400,Landslides,Forest,Roadside,763631.6502,495863.0687,Pahang,Cameron Highlands,2022,Field Work (2022),Young-dormant landslide,Dormant,Sandy clay,Rill,"Sand, Clay",Granite,Translational,IV,20,10,23.1,01/08/2022,12:17:46,Convex,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Natural,Dry,"Rain, Water seeps",None,Roads,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
207,Placemark 401,Landslides,Forest,Roadside,763784.5906,495999.97,Pahang,Cameron Highlands,2022,Field Work (2022),Young-dormant landslide,Dormant,Clay loam,Rill,"Clay, Sand",Granite,Translational,VI,8.5,10.2,13.4,01/08/2022,12:21:30,Concave,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Natural,Dry,"Rain, Water seeps",None,Roads,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
208,Placemark 402,Landslides,Forest,Roadside,763821.5688,495977.5109,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Sandy clay,Rill,"Sand, Clay",Granite,Translational,IV,3.8,3.2,5,01/08/2022,12:24:17,Concave,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Development,Dry,"Rain, Water seeps",None,Roads,Plastic sheet cover,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
209,Placemark 403,Landslides,Forest,Roadside,763849.8525,495976.2298,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Light clay,Rill,"Clay, Sand",Granite,Translational,VI,7.9,17.2,13,01/08/2022,12:27:06,Convex,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Development,Dry,"Rain, Water seeps",None,Roads,Plastic sheet cover,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
210,Placemark 404,Landslides,Forest,Roadside,763867.7784,495501.0965,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Stabilised,Clay loam,Rill,"Clay, Sand",Granite,Translational,VI,11.1,11.6,11.7,01/08/2022,12:50:40,Concave,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Development,Dry,"Rain, Water seeps",None,Roads,Plastic sheet cover,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
211,Placemark 405,Landslides,Forest,Roadside,764069.1524,495178.3101,Pahang,Cameron Highlands,2022,Field Work (2022),Mature-dormant landslide,Dormant,Sandy clay,Rill,"Sand, Clay",Granite,Translational,VI,4,3.7,5.5,01/08/2022,13:00:59,Convex,Dense,Forest,Residual,"Failures scarp, Erosion",Intermediate,Natural,Dry,"Rain, Water seeps",None,Roads,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
212,Placemark 406,Landslides,Urban,Roadside,764040.0963,495426.6048,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Stabilised,Clay loam,Rill,"Clay, Sand",Granite,Translational,VI,8.6,9.4,12.8,01/08/2022,13:07:50,Concave,Moderate,Forest,Residual,"Failures scarp, Erosion",Advance,Development,Dry,"Rain, Water seeps",Well drained,Roads,Plastic sheet cover,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
213,Placemark 409,Landslides,Urban,Roadside,763444.9245,494749.2583,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Abandoned,Clay loam,Rill,"Clay, Sand",Granite,Fall,VI,10,13.7,13.9,01/08/2022,13:36:30,Flat,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Development,Dry,"Rain, Water seeps",None,Roads,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
214,Placemark 410,Landslides,Forest,Residential Area,762545.0895,495111.6677,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Sandy clay,Rill,"Sand, Clay",Granite,Translational,VI,30.2,34.7,34.8,01/08/2022,14:06:03,Concave,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Development,Dry,"Rain, Water seeps",None,Residential,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
215,Placemark 42,Landslides,Forest,Close to the Lake,765118.9463,489818.0921,Pahang,Cameron Highlands,2022,Field Work (2022),Mature-dormant landslide,Dormant,Unknown,Rill,None,Granite,Translational,VI,0,0,0,08/07/2022,16:05:32,Concave,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Natural,Dry,"Rain, Water seeps",None,None,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
216,Placemark 43,Landslides,Forest,Close to the Lake,765165.8019,490040.4556,Pahang,Cameron Highlands,2022,Field Work (2022),Mature-dormant landslide,Dormant,Unknown,Rill,None,Granite,Translational,VI,0,0,0,08/07/2022,16:10:41,Convex,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Natural,Dry,"Rain, Water seeps",None,None,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
217,Placemark 45,Landslides,Urban,Off Road,764829.8926,488692.7273,Pahang,Cameron Highlands,2022,Field Work (2022),Mature-dormant landslide,Dormant,Clay loam,Sheet,"Clay, Sand",Granite,Translational,VI,3.1,5,4.4,08/07/2022,16:42:16,Concave,Dense,Forest,Residual,"Failures scarp, Erosion",Intermediate,Natural,Dry,"Rain, Water seeps",None,Roads,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
218,Placemark 46,Landslides,Forest,Roadside,764774.1723,488440.6865,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Clay loam,Rill,"Clay, Sand",Granite,Translational,V,15,16.9,19.9,08/07/2022,17:12:17,Convex,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Natural,Dry,"Rain, Water seeps",None,Roads,Plastic sheet cover,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
219,Placemark 47,Landslides,Urban,Residential Area,764645.6902,488381.7905,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Stabilised,Clay loam,Rill,"Clay, Sand",Granite,Translational,VI,14.5,18.6,18.1,08/07/2022,17:22:40,Convex,Sparse,Forest,Residual,"Failures scarp, Erosion",Advance,Under construction,Dry,"Rain, Water seeps",None,"Residential, Commercial",Shortcrete,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
220,Placemark 48,Landslides,Urban,Urban Area,764638.3922,488351.3785,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Clay loam,Rill,"Clay, Sand",Granite,Fall,VI,2.9,15.9,6.8,08/07/2022,17:30:19,Convex,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Under construction,Dry,"Rain, Water seeps",None,"Roads, Residential",Plastic sheet cover,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
221,Placemark 5,Landslides,Forest,Roadside,762531.3999,493850.9024,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Stabilised,Clay loam,Rill,"Clay, Silt",Granite,Translational,VI,13.1,11.8,13,05/07/2022,16:07:38,Convex,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Under construction,Moist,"Rain, Water seeps",Well drained,Roads,"Shortcrete, Soil nail, Gunite","Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
222,Placemark 50,Landslides,Urban,Residential Area,764877.2299,488280.3846,Pahang,Cameron Highlands,2022,Field Work (2022),Young-dormant landslide,Dormant,Sandy clay,Rill,"Sand, Clay",Granite,Translational,V,10.5,25.4,20.6,08/07/2022,17:38:13,Concave,Sparse,Forest,Residual,"Failures scarp, Erosion",Advance,Natural,Dry,"Rain, Water seeps",None,Residential,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
223,Placemark 52,Landslides,Urban,Residential Area,764111.077,488349.8193,Pahang,Cameron Highlands,2022,Field Work (2022),Young-dormant landslide,Suspended,Sandy loam,Rill,"Sand, Clay",Granite,Translational,V,6.6,17.4,8.2,08/07/2022,18:20:07,Concave,Sparse,Forest,Residual,"Failures scarp, Erosion",Intermediate,Natural,Dry,"Rain, Water seeps",Well drained,Residential,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
224,Placemark 54,Landslides,Urban,Roadside,763971.8094,488758.6733,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Clay loam,Rill,"Clay, Sand",Granite,Translational,VI,0,0,0,08/07/2022,18:31:08,Convex,Moderate,Forest,Residual,"Failures scarp, Erosion",Advance,Natural,Dry,"Rain, Water seeps",None,Roads,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
225,Placemark 55,Landslides,Urban,Roadside,763931.2789,488981.0493,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Clay loam,Sheet,"Clay, Sand",Granite,Translational,VI,9.2,30,16.2,08/07/2022,18:49:52,Concave,Moderate,Forest,Residual,"Failures scarp, Erosion",Advance,Development,Dry,"Rain, Water seeps",Well drained,Roads,"Gabion wall, Retaining wall, Soil nail","Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
226,Placemark 57,Landslides,Forest,Forest Area,764530.6116,488099.6944,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Unknown,Rill,None,Granite,Translational,VI,0,0,0,08/07/2022,19:14:00,Concave,Dense,Forest,Residual,"Failures scarp, Erosion",Advave,Natural,Dry,"Rain, Water seeps",None,Commercal,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
227,Placemark 58,Landslides,Urban,Off Road,763549.737,487852.5778,Pahang,Cameron Highlands,2022,Field Work (2022),Young-dormant landslide,Dormant,Sandy loam,Rill,"Sand, Clay",Granite,Translational,V,5.5,7.2,8.6,08/07/2022,19:21:26,Concave,Sparse,Forest,Residual,"Failures scarp, Erosion",Advance,Natural,Dry,"Rain, Water seeps",None,Offroads,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
